ndvi_variacao_90d,dias_sem_chuva,temp_anomalia,producao_agricola_var,idh_municipal,renda_per_capita,distancia_polo_km,bioma,pop_vulneravel_pct,risco_alimentar,bioma_enc,risco_enc
-0.0054928770483151,28,1.089040704608433,5.915734270647111,0.6479445281717958,713.3677391955065,401.181767767241,Caatinga,0.1061485789985749,Alto,1,2
-0.1007396451756777,19,1.0865015935112543,-48.43142809520895,0.8692406241586971,809.1737612345443,7.25339132086214,Amazônia,0.4094995269825497,Médio,0,1
0.0171532807151038,26,4.158813265184712,-5.162264032235006,0.6990576937626375,316.88063369170686,158.58613213813518,Mata Atlântica,0.1192153215093909,Médio,3,1
0.1484544784612038,26,-0.8789819135984971,-1.8382154935363115,0.7266600185579144,1401.7063357946315,39.61136683295931,Pampa,0.4837220084837533,Baixo,4,0
-0.1151230062085004,8,1.958383862753812,-10.550885126311032,0.8519664909511017,1186.7083149899254,59.39917079020698,Mata Atlântica,0.2832464571044715,Baixo,3,0
-0.115120543542377,70,3.4336696624924343,20.82547678031758,0.5639541107521341,556.7069810599982,197.03530973660165,Cerrado,0.4944669681531772,Alto,2,2
0.1568819223261087,9,4.607174618134194,3.4356014850174184,0.4,1127.4123298089844,290.0849804134912,Caatinga,0.5507576268862954,Alto,1,2
0.0351152093729363,15,0.5934038652240581,21.20383816161794,0.5209526256407853,2208.0244907812626,24.322686389970944,Pampa,0.2381966851116,Baixo,4,0
-0.1504211578902428,21,1.9371441790803,-9.319210407004643,0.4,353.31919477609387,19.14699447631982,Cerrado,0.2263566356705289,Médio,2,1
0.0013840065378946,54,2.0546405357979705,13.7495498501385,0.8211973721972454,928.2190120648344,6.715459468483377,Mata Atlântica,0.3198807050431531,Baixo,3,0
-0.1495126539218693,13,1.4932225973299362,27.701327890550388,0.4742865885510473,2189.803002685337,66.00599611780213,Amazônia,0.2631061755932095,Médio,0,1
-0.1498594630355385,85,1.0517321981410408,21.23386898545322,0.4,984.188783673335,5.0,Amazônia,0.2650017587882917,Alto,0,2
-0.0437056592650948,38,1.8539630842500687,-26.842831868574663,0.4,422.9991985575234,42.46843062332168,Mata Atlântica,0.4156675621001299,Alto,3,2
-0.3669920366986697,34,-2.598369127829528,-10.07352155084762,0.8265244466706249,767.6607810750717,6.097284535210727,Mata Atlântica,0.4344766394558312,Médio,3,1
-0.3387376748769549,26,2.223104235093947,-11.90329410899593,0.7738214962008158,1513.1214112940606,41.565873004839496,Mata Atlântica,0.0984625340534717,Médio,3,1
-0.1643431293861459,23,1.3892668554929508,4.785090701526553,0.6147721316291247,361.60053926441975,5.0,Pampa,0.4666120953369386,Alto,4,2
-0.2319246680501635,17,0.866287654832602,8.727071100290662,0.817421377696588,653.2382881326944,144.25019229565856,Amazônia,0.05,Baixo,0,0
-0.0328629001107089,8,4.2702932935793365,-21.777853480514725,0.4095644532768071,574.7357137821431,18.83136005339506,Amazônia,0.1599138828017551,Médio,0,1
-0.2162036113281816,14,0.1875989718141715,-3.643229721661246,0.6023162743255545,455.3894641322416,31.83651475397205,Pampa,0.3158435080151802,Médio,4,1
-0.2918455552002937,67,0.5953860164024538,-45.39854664312273,0.663050880435942,768.8784703692049,163.2472081091144,Amazônia,0.1179924801774623,Alto,0,2
0.139847315338233,37,4.187329953307101,23.8389001160378,0.6681427820699828,626.1372821187321,109.7175237215898,Caatinga,0.2975478614690922,Médio,1,1
